age,breed,centreLocation,gender,hasPhoto,hasVideo,icon_childFriendly,icon_crossBreed,icon_dogFriendly,icon_gentleGiant,icon_hasBasicHousetraining,icon_hasMedicalNeeds,icon_livewire,icon_livingOffsite,icon_lovesCuddles,icon_lovesToysGames,icon_needsTraining,icon_smallButSparky,icon_strangerFriendly,icon_veryClever,icon_willWorkForFood,icon_youngAtHeart,isNewDog,name,numberOfPhotos,reserved
 '8+ Years', 'Jack Russell Terrier (JRT)', 'Newbury', 'Female', true, false,,Crossbreed,,,,Medical needs,,Living off site,,Loves toys/games,Needs some training,Small but sparky,,,Loves treats/will work for food,Young at heart, false, 'Ellie', 5, false
 '2 to 5 Years', 'Dalmatian ', 'Shoreham', 'Male', true, true,,,,,,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,,, false, 'Duke', 5, false
 '2 to 5 Years', 'Greyhound  ', 'Newbury', 'Male', true, false,Child friendly (under 12 yrs),,Dog friendly,Gentle giant,,,,,,Loves toys/games,,,Stranger friendly,,,, false, 'Duke', 5, true
 '2 to 5 Years', 'Lurcher ', 'Basildon', 'Female', false, false,,Crossbreed,,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, true, 'Duchess', 0, false
 '2 to 5 Years', 'A Crossbreed ', 'Kenilworth', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Dub', 5, true
 '1 to 2 Years', 'American Bulldog', 'Manchester', 'Male', true, false,,,,,,,,,Especially likes cuddles,,,,Stranger friendly,,Loves treats/will work for food,, true, 'Drago', 2, false
 '5 to 7 Years', 'Staffordshire Bull Terrier (SBT)', 'Shoreham', 'Male', true, true,,,,,,Medical needs,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Dougie', 4, false
 '8+ Years', 'Shih Tzu  ', 'Canterbury', 'Male', true, false,,,,,,,,Living off site,,,,,,,,Young at heart, true, 'Dougal', 3, false
 '2 to 5 Years', 'Boxer  ', 'Leeds', 'Female', true, false,,,Dog friendly,,Has basic housetraining,,Live wire,,,Loves toys/games,,,,,,, false, 'Dottie', 3, false
 '1 to 2 Years', 'Pomeranian', 'Basildon', 'Female', true, false,,Crossbreed,,,,,Live wire,,,,Needs some training,Small but sparky,Stranger friendly,,,, true, 'Doris', 5, true
 '2 to 5 Years', 'Border Collie ', 'Kenilworth', 'Female', true, false,,,,,Has basic housetraining,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Echo', 5, false
 '5 to 7 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Canterbury', 'Male', true, false,,,,,,,,,,,Needs some training,,,Bright spark/very clever,,, false, 'Don', 2, true
 '5 to 7 Years', 'Lurcher ', 'Darlington', 'Male', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Domino', 5, false
 '8+ Years', 'West Highland White Terrier  ', 'Snetterton', 'Female', true, false,,,Dog friendly,,,,,,,,,,,,Loves treats/will work for food,Young at heart, true, 'Dolly', 2, true
 '5 to 7 Years', 'Lurcher ', 'London (Harefield)', 'Female', true, false,,Crossbreed,,,,,,,,Loves toys/games,,,,,Loves treats/will work for food,, true, 'Dylis', 2, false
 '2 to 5 Years', 'Greyhound  ', 'Leeds', 'Female', true, false,,,Dog friendly,,,,,,,,Needs some training,,Stranger friendly,,,, true, 'Dolly', 4, false
 '8+ Years', 'Terrier Cross', 'Kenilworth', 'Male', true, true,,Crossbreed,,,Has basic housetraining,,,,,Loves toys/games,Needs some training,Small but sparky,,,Loves treats/will work for food,Young at heart, false, 'Dingo', 5, false
 '5 to 7 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Evesham', 'Male', true, false,,,,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Diesel', 1, false
 '5 to 7 Years', 'A Crossbreed ', 'Kenilworth', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Dumble', 4, true
 '5 to 7 Years', '', 'Darlington', 'Male', true, true,,,Dog friendly,,,,,,Especially likes cuddles,,Needs some training,,,,Loves treats/will work for food,, false, 'Freddie', 5, false
 '1 to 2 Years', 'Rottweiler ', 'London (Harefield)', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,Especially likes cuddles,Loves toys/games,Needs some training,,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,, false, 'Diesel', 1, false
 '1 to 2 Years', 'Siberian Husky  ', 'Shrewsbury', 'Male', true, true,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,, false, 'Jackson', 5, false
 '8+ Years', 'Lurcher ', 'Newbury', 'Female', true, false,,Crossbreed,Dog friendly,,,,,,,,,,,,,Young at heart, true, 'Jip', 4, false
 '2 to 5 Years', 'Rhodesian Ridgeback', 'Leeds', 'Male', true, false,,Crossbreed,,,,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Jim', 5, true
 '2 to 5 Years', 'Lurcher ', 'London (Harefield)', 'Male', true, false,,Crossbreed,,,,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Jet (Lurcher)', 5, false
 '2 to 5 Years', 'Bulldog: English', 'Ilfracombe', 'Male', true, false,,,Dog friendly,,,,,,Especially likes cuddles,,,,,,Loves treats/will work for food,, true, 'Kayto', 1, true
 '8+ Years', 'A Crossbreed ', 'Bridgend', 'Male', true, false,,Crossbreed,,,,,,,,,,,,,Loves treats/will work for food,, true, 'Kelvin', 2, false
 '6 to 12 Months', 'Border Collie ', 'London (Harefield)', 'Female', false, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,,,Live wire,,Especially likes cuddles,,Needs some training,,Stranger friendly,,,, true, 'Keira', 0, true
 '1 to 2 Years', 'Terrier Cross', 'Glasgow', 'Female', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Keeva', 5, false
 '2 to 5 Years', 'Lab Cross', 'Canterbury', 'Male', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Keano', 2, false
 '5 to 7 Years', 'Terrier Cross', 'Basildon', 'Male', true, false,,Crossbreed,Dog friendly,,,,,,,,Needs some training,Small but sparky,,,Loves treats/will work for food,, true, 'Kodie', 5, false
 '5 to 7 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Newbury', 'Female', true, true,,Crossbreed,,Gentle giant,,,,,Especially likes cuddles,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,Young at heart, false, 'Leila', 5, false
 '2 to 5 Years', 'Collie Cross (Border)', 'Bridgend', 'Male', true, true,,Crossbreed,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,,,, false, 'Loki', 5, false
 '2 to 5 Years', 'Collie Cross (Border)', 'Canterbury', 'Female', true, false,,Crossbreed,,,,,,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Donna', 3, true
 '2 to 5 Years', 'Terrier: Bedlington', 'Newbury', 'Female', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,,,,,,Loves treats/will work for food,, true, 'Maggie', 5, false
 '1 to 2 Years', 'Collie Cross (Border)', 'Newbury', 'Female', true, false,,Crossbreed,Dog friendly,,,,,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Maggie', 5, false
 '8+ Years', 'Spaniel: Cavalier King Charles', 'Ballymena (N.Ireland)', 'Female', true, false,,,Dog friendly,,,,,Living off site,Especially likes cuddles,,Needs some training,,Stranger friendly,,,, true, 'Mae', 2, false
 '5 to 7 Years', 'Terrier Cross', 'Leeds', 'Male', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,Small but sparky,,,,, false, 'Digger', 5, false
 '1 to 2 Years', 'Border Collie ', 'Darlington', 'Male', true, true,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,Especially likes cuddles,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Mack', 5, false
 '2 to 5 Years', 'Whippet', 'Kenilworth', 'Female', true, false,Child friendly (under 12 yrs),,Dog friendly,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Lupin', 5, true
 '6 to 12 Months', 'A Crossbreed ', 'Evesham', 'Female', true, false,,,Dog friendly,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Luna', 4, true
 '1 to 2 Years', 'Staffordshire Cross (SBT)', 'Merseyside', 'Female', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,Bright spark/very clever,,, true, 'Luna', 3, false
 '2 to 5 Years', 'Bulldog: French', 'Bridgend', 'Female', false, false,,,,,,,,,Especially likes cuddles,,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Lula', 0, true
 '6 to 12 Months', 'A Crossbreed ', 'Manchester', 'Female', true, false,,Crossbreed,Dog friendly,,,,Live wire,,Especially likes cuddles,Loves toys/games,,,Stranger friendly,,Loves treats/will work for food,, true, 'Luna', 5, true
 '6 to 12 Months', 'Border Collie ', 'Ballymena (N.Ireland)', 'Female', true, false,,,,,,,Live wire,,Especially likes cuddles,,Needs some training,,Stranger friendly,Bright spark/very clever,Loves treats/will work for food,, false, 'Maisie', 1, false
 '2 to 5 Years', 'Poodle: Miniature  ', 'Basildon', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,Dog friendly,,,,,Living off site,Especially likes cuddles,Loves toys/games,,,,,,, true, 'Louis', 5, true
 '1 to 2 Years', 'Beagle  ', 'Kenilworth', 'Female', true, false,Child friendly (under 12 yrs),,Dog friendly,,Has basic housetraining,,Live wire,,,Loves toys/games,,,Stranger friendly,,Loves treats/will work for food,, true, 'Lottie', 5, true
 '2 to 5 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Kenilworth', 'Female', true, false,,,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Lola', 5, true
 '1 to 2 Years', 'Lab Cross', 'Ballymena (N.Ireland)', 'Female', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,,Loves toys/games,,,Stranger friendly,,Loves treats/will work for food,, true, 'Lola', 2, false
 '1 to 2 Years', 'Border Collie ', 'Glasgow', 'Female', true, true,,,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Luna', 5, false
 '2 to 5 Years', 'A Crossbreed ', 'Manchester', 'Female', true, true,,Crossbreed,,,,Medical needs,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Lola', 5, false
 '6 to 12 Months', 'Mastiff: Bull', 'Merseyside', 'Female', true, false,,Crossbreed,Dog friendly,Gentle giant,,,Live wire,,,,Needs some training,,Stranger friendly,,,, false, 'Lola', 3, false
 '2 to 5 Years', 'Greyhound  ', 'Glasgow', 'Male', true, true,,,,,Has basic housetraining,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Ernest', 5, false
 '2 to 5 Years', 'Staffordshire Cross (SBT)', 'Glasgow', 'Female', false, false,,Crossbreed,Dog friendly,,,,Live wire,,,,Needs some training,,,,Loves treats/will work for food,, true, 'Lola', 0, false
 '5 to 7 Years', 'Cocker Spaniel', 'Canterbury', 'Male', true, false,,,Dog friendly,,,,Live wire,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Huxley', 1, true
 '2 to 5 Years', 'German Shepherd Dog (GSD / Alsatian)', 'Loughborough', 'Male', true, false,,,Dog friendly,,,,,,,,Needs some training,,,Bright spark/very clever,,, true, 'Louie', 2, false
 '5 to 7 Years', 'A Crossbreed ', 'Snetterton', 'Male', true, true,,Crossbreed,,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Hugh', 5, false
 '2 to 5 Years', 'A Crossbreed ', 'Salisbury', 'Male', true, false,,Crossbreed,,,,,,,,,Needs some training,,,Bright spark/very clever,,, true, 'Louie', 1, false
 '2 to 5 Years', 'Terrier Cross', 'Canterbury', 'Male', true, false,,Crossbreed,,,,,Live wire,,,Loves toys/games,,,,,,Young at heart, false, 'Huggy Bear', 5, false
 '5 to 7 Years', 'Akita', 'Shrewsbury', 'Male', true, false,,Crossbreed,Dog friendly,Gentle giant,,,,,,,Needs some training,,Stranger friendly,,,, false, 'Huggie', 5, false
 '8+ Years', 'Staffordshire Bull Terrier (SBT)', 'Shoreham', 'Female', true, false,,,Dog friendly,,,,,,,Loves toys/games,,,Stranger friendly,,Loves treats/will work for food,, true, 'Honey Bee', 5, true
 '8+ Years', 'Shih Tzu  ', 'Kenilworth', 'Female', true, false,,,Dog friendly,,,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Holly', 3, true
 '2 to 5 Years', 'Collie Cross (Border)', 'Basildon', 'Female', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Holly', 5, false
 '2 to 5 Years', 'Chihuahua: Short Hr', 'Snetterton', 'Female', true, false,,Crossbreed,,,Has basic housetraining,,,,,,Needs some training,Small but sparky,,,Loves treats/will work for food,, true, 'Holly', 1, false
 '5 to 7 Years', 'Lurcher ', 'West Calder', 'Female', true, true,,Crossbreed,,,,,,,,,Needs some training,,,,,, false, 'Lola', 5, false
 '5 to 7 Years', 'Chihuahua: Short Hr', 'Basildon', 'Female', true, false,,Crossbreed,Dog friendly,,,,,,,,,Small but sparky,,,Loves treats/will work for food,Young at heart, true, 'Lola', 5, false
 '0 to 6 Months', 'Siberian Husky  ', 'Merseyside', 'Male', true, false,Child friendly (under 12 yrs),,Dog friendly,,Has basic housetraining,,Live wire,,,,Needs some training,,Stranger friendly,,,, true, 'Loki', 4, true
 '6 to 12 Months', 'Saluki ', 'Darlington', 'Female', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,Living off site,Especially likes cuddles,,Needs some training,,Stranger friendly,,,, false, 'Luna', 5, true
 '2 to 5 Years', 'Shar-Pei  ', 'Newbury', 'Male', true, true,,,,,,,,,,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Luigi', 5, false
 '2 to 5 Years', 'Lurcher ', 'Glasgow', 'Male', true, false,Child friendly (under 12 yrs),Crossbreed,,Gentle giant,,,Live wire,,,Loves toys/games,,,Stranger friendly,,Loves treats/will work for food,, false, 'Luigi', 3, false
 '8+ Years', '', 'Bridgend', 'Female', true, true,,Crossbreed,,,Has basic housetraining,,,,,Loves toys/games,,Small but sparky,,Bright spark/very clever,Loves treats/will work for food,, false, 'Lucy', 5, false
 '5 to 7 Years', 'Staffordshire Bull Terrier (SBT)', 'West Calder', 'Female', true, false,,,,,,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Lucy', 2, false
 '2 to 5 Years', 'Staffordshire Cross (SBT)', 'Salisbury', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,,,,Bright spark/very clever,,, false, 'Holmes', 4, false
 '1 to 2 Years', 'Collie Cross (Border)', 'Basildon', 'Female', true, false,,Crossbreed,Dog friendly,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,,, true, 'Lucy', 5, false
 '1 to 2 Years', 'Terrier Cross', 'Kenilworth', 'Male', true, false,,Crossbreed,,,,,Live wire,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Hunter', 5, true
 '6 to 12 Months', 'Labrador', 'Basildon', 'Female', false, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,Stranger friendly,,,, true, 'Lucky', 0, false
 '1 to 2 Years', 'Collie Cross (Border)', 'Salisbury', 'Female', true, false,,Crossbreed,,,,,,,,Loves toys/games,Needs some training,,,Bright spark/very clever,,, false, 'Lucey Collie', 2, true
 '2 to 5 Years', 'American Bulldog', 'Darlington', 'Male', true, false,Child friendly (under 12 yrs),,Dog friendly,,,Medical needs,,Living off site,,Loves toys/games,,,,,,, false, 'Hooch', 3, true
 '5 to 7 Years', 'Lurcher ', 'Kenilworth', 'Male', true, false,,Crossbreed,,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Loxley', 5, false
 '2 to 5 Years', 'Spaniel: English Springer', 'Ilfracombe', 'Female', true, false,,,Dog friendly,,,,,Living off site,Especially likes cuddles,Loves toys/games,,,,,,, false, 'Maddie', 1, true
 '5 to 7 Years', 'Collie Cross (Border)', 'Loughborough', 'Male', true, false,,Crossbreed,,,,,Live wire,,,,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Logan', 5, false
 '2 to 5 Years', 'Border Collie ', 'Bridgend', 'Female', true, false,,,,,,,,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, true, 'Lily', 1, true
 '5 to 7 Years', 'A Crossbreed ', 'Shrewsbury', 'Female', true, true,,Crossbreed,,Gentle giant,,,,,Especially likes cuddles,,Needs some training,,,,Loves treats/will work for food,, false, 'Lilly', 4, false
 '5 to 7 Years', 'Border Collie ', 'London (Harefield)', 'Female', false, false,,,Dog friendly,,,,,,Especially likes cuddles,,Needs some training,,,,Loves treats/will work for food,Young at heart, true, 'Lilly', 0, false
 '8+ Years', 'German Shepherd Dog (GSD / Alsatian)', 'Loughborough', 'Female', true, false,,,,,Has basic housetraining,Medical needs,,,,,,,,,,Young at heart, false, 'Lexi', 4, true
 '8+ Years', 'Staffordshire Bull Terrier (SBT)', 'Darlington', 'Female', true, true,,Crossbreed,,,Has basic housetraining,,Live wire,,Especially likes cuddles,,Needs some training,,Stranger friendly,,Loves treats/will work for food,, false, 'Lexi', 5, false
 '2 to 5 Years', 'Siberian Husky  ', 'Kenilworth', 'Male', true, false,,,,,,,,,,,Needs some training,,,,Loves treats/will work for food,, false, 'Leon', 5, true
 '2 to 5 Years', 'A Crossbreed ', 'Kenilworth', 'Male', true, false,,Crossbreed,Dog friendly,,Has basic housetraining,,Live wire,,,Loves toys/games,Needs some training,,,,Loves treats/will work for food,, false, 'Leo', 5, false
 '8+ Years', 'Jack Russell Terrier (JRT)', 'Salisbury', 'Male', true, true,,Crossbreed,,,Has basic housetraining,,,,,Loves toys/games,,Small but sparky,,Bright spark/very clever,Loves treats/will work for food,, false, 'Lenny', 5, true
 '5 to 7 Years', 'Collie Cross (Border)', 'Bridgend', 'Male', true, true,,Crossbreed,,,Has basic housetraining,,,,Especially likes cuddles,Loves toys/games,Needs some training,,,Bright spark/very clever,Loves treats/will work for food,, false, 'Ernie', 5, false
